title,country,date_added,release_year,rating,genres,language,popularity,vote_count,vote_average,budget,revenue,has_finance_data,profit,ROI,ROI_capped,financial_status
Bad Teacher,United States of America,2011-05-16,2011,5.6,Comedy,en,22.234,4713.0,5.6,20000000.0,216197492.0,Has Finance Data,196197492.0,9.8098746,9.8098746,Highly Profitable
Mars Needs Moms,United States of America,2011-03-09,2011,5.949,"Adventure, Animation, Family",en,22.186,705.0,5.949,150000000.0,39000000.0,Has Finance Data,-111000000.0,-0.74,-0.74,Unprofitable
Sanctum,"United States of America, Australia",2011-02-03,2011,6.0,"Action, Thriller",en,21.97,1065.0,6.0,30000000.0,108609310.0,Has Finance Data,78609310.0,2.6203103333333333,2.6203103333333333,Highly Profitable
Ironclad,"United Kingdom, United States of America",2011-03-03,2011,6.1,"Romance, Adventure, Action, History",en,21.938,743.0,6.1,25000000.0,5151023.0,Has Finance Data,-19848977.0,-0.79395908,-0.79395908,Unprofitable
Tinker Tailor Soldier Spy,"France, Germany, United Kingdom, Turkey",2011-09-16,2011,6.621,"Drama, Thriller, Mystery",en,21.5,2667.0,6.621,30000000.0,80600000.0,Has Finance Data,50600000.0,1.6866666666666668,1.6866666666666668,Highly Profitable
Monte Carlo,United States of America,2011-07-01,2011,6.6,"Adventure, Comedy, Romance",en,21.43,2146.0,6.6,20000000.0,39800000.0,Has Finance Data,19800000.0,0.99,0.99,Low Profit
Hugo,"United Kingdom, United States of America",2011-11-22,2011,7.2,"Adventure, Drama, Family",en,21.245,7254.0,7.2,170000000.0,185770160.0,Has Finance Data,15770160.0,0.09276564705882354,0.09276564705882354,Low Profit
Gnomeo & Juliet,"United Kingdom, United States of America, Canada",2011-01-13,2011,5.862,"Animation, Family",en,21.178,1968.0,5.862,36000000.0,189712432.0,Has Finance Data,153712432.0,4.269789777777778,4.269789777777778,Highly Profitable
Paranormal Activity 3,United States of America,2011-10-19,2011,5.9,"Horror, Mystery",en,21.114,2206.0,5.9,5000000.0,207039844.0,Has Finance Data,202039844.0,40.4079688,10.81959755187499,Highly Profitable
Zookeeper,United States of America,2011-07-06,2011,5.42,"Comedy, Romance, Family",en,21.011,1674.0,5.42,80000000.0,169900000.0,Has Finance Data,89900000.0,1.12375,1.12375,Highly Profitable
The Darkest Hour,"United States of America, Russia",2011-12-22,2011,5.3,"Horror, Action, Thriller, Science Fiction",en,20.849,1480.0,5.3,30000000.0,64626786.0,Has Finance Data,34626786.0,1.1542262,1.1542262,Highly Profitable
Hoodwinked Too! Hood VS. Evil,United States of America,2011-04-29,2011,5.1,"Comedy, Animation, Family",en,20.742,542.0,5.1,30000000.0,13500000.0,Has Finance Data,-16500000.0,-0.55,-0.55,Unprofitable
The Three Musketeers,"United States of America, United Kingdom, Germany, France",2011-08-31,2011,5.8,"Adventure, Action, Thriller",en,20.393,2639.0,5.8,75000000.0,132274484.0,Has Finance Data,57274484.0,0.7636597866666667,0.7636597866666667,Low Profit
The Ides of March,United States of America,2011-10-07,2011,6.7,Drama,en,20.383,2508.0,6.7,12500000.0,76338111.0,Has Finance Data,63838111.0,5.10704888,5.10704888,Highly Profitable
Jack and Jill,"Spain, United States of America",2011-11-11,2011,4.4,"Comedy, Family",en,20.365,2115.0,4.4,79000000.0,149700000.0,Has Finance Data,70700000.0,0.8949367088607595,0.8949367088607595,Low Profit
Mr. Popper's Penguins,United States of America,2011-06-17,2011,6.0,"Comedy, Family",en,20.187,2991.0,6.0,55000000.0,187361754.0,Has Finance Data,132361754.0,2.4065773454545454,2.4065773454545454,Highly Profitable
Tower Heist,United States of America,2011-11-02,2011,6.106,"Action, Comedy",en,20.169,2987.0,6.106,75000000.0,152930623.0,Has Finance Data,77930623.0,1.0390749733333333,1.0390749733333333,Highly Profitable
Fright Night,"India, United States of America",2011-08-18,2011,6.2,"Horror, Comedy",en,20.047,1947.0,6.2,30000000.0,41002607.0,Has Finance Data,11002607.0,0.36675356666666664,0.36675356666666664,Low Profit
The Green Hornet,United States of America,2011-01-12,2011,5.584,"Action, Crime, Comedy",en,19.973,3251.0,5.584,120000000.0,227817248.0,Has Finance Data,107817248.0,0.8984770666666667,0.8984770666666667,Low Profit
Larry Crowne,"France, United States of America",2011-06-30,2011,6.0,"Comedy, Romance, Drama",en,19.923,1319.0,6.0,30000000.0,75055070.0,Has Finance Data,45055070.0,1.5018356666666666,1.5018356666666666,Highly Profitable
Sleeping Beauty,Australia,2011-06-10,2011,5.3,"Drama, Romance",en,19.505,620.0,5.3,10000000.0,408680.0,Has Finance Data,-9591320.0,-0.959132,-0.959132,Unprofitable
Unknown,United States of America,2011-02-16,2011,6.678,"Action, Mystery, Thriller",en,19.505,3899.0,6.678,30000000.0,130786397.0,Has Finance Data,100786397.0,3.359546566666667,3.359546566666667,Highly Profitable
New Year's Eve,United States of America,2011-12-08,2011,5.9,"Comedy, Romance",en,19.452,2143.0,5.9,56000000.0,142000000.0,Has Finance Data,86000000.0,1.5357142857142858,1.5357142857142858,Highly Profitable
Coriolanus,"Italy, Montenegro, Serbia, United States of America",2011-02-14,2011,5.853,"Drama, Thriller",en,19.434,453.0,5.853,7700000.0,1072602.0,Has Finance Data,-6627398.0,-0.860701038961039,-0.860701038961039,Unprofitable
The Rite,"United States of America, Hungary",2011-01-28,2011,6.105,"Drama, Thriller, Horror",en,19.256,2094.0,6.105,37000000.0,96047633.0,Has Finance Data,59047633.0,1.595881972972973,1.595881972972973,Highly Profitable
Hall Pass,United States of America,2011-02-25,2011,5.7,"Comedy, Romance",en,19.185,1980.0,5.7,36000000.0,83200000.0,Has Finance Data,47200000.0,1.3111111111111111,1.3111111111111111,Highly Profitable
Something Borrowed,United States of America,2011-05-05,2011,6.3,"Comedy, Drama, Romance",en,18.995,1040.0,6.3,35000000.0,65090821.0,Has Finance Data,30090821.0,0.8597377428571429,0.8597377428571429,Low Profit
Abduction,United States of America,2011-09-22,2011,5.86,"Thriller, Action, Mystery",en,18.782,2884.0,5.86,35000000.0,82087155.0,Has Finance Data,47087155.0,1.3453472857142856,1.3453472857142856,Highly Profitable
Drive Angry,United States of America,2011-02-24,2011,5.533,"Fantasy, Thriller, Action, Crime",en,18.463,1877.0,5.533,50000000.0,40909909.0,Has Finance Data,-9090091.0,-0.18180182,-0.18180182,Unprofitable
Winnie the Pooh,United States of America,2011-04-06,2011,6.9,"Animation, Family, Comedy, Adventure",en,18.46,883.0,6.9,30000000.0,14460000.0,Has Finance Data,-15540000.0,-0.518,-0.518,Unprofitable
Hop,"Japan, United States of America",2011-03-30,2011,5.766,"Animation, Comedy, Family",en,18.298,1286.0,5.766,63000000.0,183953723.0,Has Finance Data,120953723.0,1.9199003650793651,1.9199003650793651,Highly Profitable
Machine Gun Preacher,United States of America,2011-09-23,2011,6.7,"Action, Thriller, Crime",en,18.288,1054.0,6.7,30000000.0,2527904.0,Has Finance Data,-27472096.0,-0.9157365333333334,-0.9157365333333334,Unprofitable
Shark Night 3D,United States of America,2011-09-02,2011,4.992,"Thriller, Horror",en,17.823,545.0,4.992,28000000.0,10126458.0,Has Finance Data,-17873542.0,-0.6383407857142858,-0.6383407857142858,Unprofitable
The Guard,"Ireland, United Kingdom, United States of America",2011-07-07,2011,7.0,"Action, Comedy, Thriller, Crime",en,17.725,1242.0,7.0,6000000.0,19560274.0,Has Finance Data,13560274.0,2.2600456666666666,2.2600456666666666,Highly Profitable
The Flowers of War,"China, Hong Kong",2011-12-15,2011,7.5,"Drama, History, War",zh,17.696,804.0,7.5,94000000.0,95311434.0,Has Finance Data,1311434.0,0.013951425531914894,0.013951425531914894,Low Profit
Jane Eyre,United Kingdom,2011-03-11,2011,7.212,"Drama, Romance",en,17.391,1471.0,7.212,13000000.0,34710627.0,Has Finance Data,21710627.0,1.6700482307692308,1.6700482307692308,Highly Profitable
A Monster in Paris,France,2011-10-12,2011,6.881,"Adventure, Animation, Comedy, Family, Fantasy",fr,17.175,1267.0,6.881,25000000.0,26611650.0,Has Finance Data,1611650.0,0.064466,0.064466,Low Profit
A Very Harold & Kumar Christmas,United States of America,2011-11-04,2011,6.0,Comedy,en,17.145,974.0,6.0,19000000.0,36192775.0,Has Finance Data,17192775.0,0.9048828947368421,0.9048828947368421,Low Profit
Haywire,United States of America,2011-11-01,2011,5.701,"Action, Thriller, Drama",en,17.139,1371.0,5.701,23000000.0,33372606.0,Has Finance Data,10372606.0,0.4509828695652174,0.4509828695652174,Low Profit
From Up on Poppy Hill,Japan,2011-07-16,2011,7.537,"Animation, Drama",ja,17.118,1785.0,7.537,22000000.0,61037844.0,Has Finance Data,39037844.0,1.7744474545454545,1.7744474545454545,Highly Profitable
Arthur Christmas,"United Kingdom, United States of America",2011-11-10,2011,6.8,"Drama, Animation, Family, Comedy",en,17.088,1503.0,6.8,10000000.0,151300000.0,Has Finance Data,141300000.0,14.13,10.81959755187499,Highly Profitable
Melancholia,"Denmark, France, Germany, Sweden",2011-05-26,2011,7.171,"Drama, Science Fiction",en,16.699,3539.0,7.171,7400000.0,15946321.0,Has Finance Data,8546321.0,1.1549082432432431,1.1549082432432431,Highly Profitable
The Eagle,United States of America,2011-02-08,2011,6.2,"Adventure, Drama",en,16.63,1315.0,6.2,25000000.0,27122040.0,Has Finance Data,2122040.0,0.0848816,0.0848816,Low Profit
30 Minutes or Less,United States of America,2011-08-11,2011,5.782,"Action, Adventure, Comedy",en,16.429,1718.0,5.782,28000000.0,40500000.0,Has Finance Data,12500000.0,0.44642857142857145,0.44642857142857145,Low Profit
What's Your Number?,United States of America,2011-09-30,2011,6.5,"Comedy, Romance",en,16.33,2343.0,6.5,20000000.0,30426096.0,Has Finance Data,10426096.0,0.5213048,0.5213048,Low Profit
Transformers: Dark of the Moon,United States of America,2011-06-28,2011,6.209,"Action, Science Fiction, Adventure",en,16.224,8413.0,6.209,195000000.0,1123794079.0,Has Finance Data,928794079.0,4.763046558974359,4.763046558974359,Highly Profitable
Men in Hope,Czech Republic,2011-08-25,2011,7.467,"Comedy, Romance",cs,16.099,165.0,7.467,1130710.0,6638849.0,Has Finance Data,5508139.0,4.871398501826286,4.871398501826286,Highly Profitable
Trespass,United States of America,2011-10-13,2011,5.5,Thriller,en,16.05,1147.0,5.5,36000000.0,9612469.0,Has Finance Data,-26387531.0,-0.7329869722222222,-0.7329869722222222,Unprofitable
Shaolin,"China, Hong Kong",2011-01-20,2011,6.9,"Action, Drama",zh,15.931,368.0,6.9,29000000.0,33662874.0,Has Finance Data,4662874.0,0.16078875862068964,0.16078875862068964,Low Profit
The Tree of Life,United States of America,2011-05-17,2011,6.737,"Drama, Fantasy",en,15.661,3106.0,6.737,32000000.0,54700000.0,Has Finance Data,22700000.0,0.709375,0.709375,Low Profit
Hanna,"Germany, United States of America",2011-04-07,2011,6.6,"Action, Thriller, Adventure",en,15.492,3409.0,6.6,30000000.0,63782078.0,Has Finance Data,33782078.0,1.1260692666666667,1.1260692666666667,Highly Profitable
Extremely Loud & Incredibly Close,United States of America,2011-12-25,2011,6.975,Drama,en,15.469,2019.0,6.975,40000000.0,55200000.0,Has Finance Data,15200000.0,0.38,0.38,Low Profit
Dream House,"Canada, United States of America",2011-09-29,2011,6.182,"Mystery, Drama, Thriller",en,15.468,1358.0,6.182,50000000.0,39984400.0,Has Finance Data,-10015600.0,-0.200312,-0.200312,Unprofitable
Zindagi Na Milegi Dobara,"India, Spain",2011-07-15,2011,7.6,"Drama, Comedy, Romance",hi,15.34,355.0,7.6,7700000.0,160000000.0,Has Finance Data,152300000.0,19.77922077922078,10.81959755187499,Highly Profitable
Martha Marcy May Marlene,United States of America,2011-10-21,2011,6.616,"Drama, Thriller",en,15.261,751.0,6.616,1000000.0,3500000.0,Has Finance Data,2500000.0,2.5,2.5,Highly Profitable
Beastly,United States of America,2011-01-21,2011,6.3,"Romance, Fantasy, Drama",en,15.259,2775.0,6.3,17000000.0,43200000.0,Has Finance Data,26200000.0,1.5411764705882354,1.5411764705882354,Highly Profitable
The Good Doctor,United States of America,2011-04-23,2011,6.2,"Drama, Thriller, Mystery",en,15.205,247.0,6.2,6000000.0,5206.0,Has Finance Data,-5994794.0,-0.9991323333333333,-0.9991323333333333,Unprofitable
The Descendants,United States of America,2011-09-09,2011,6.8,"Comedy, Drama",en,15.129,2824.0,6.8,20000000.0,177200000.0,Has Finance Data,157200000.0,7.86,7.86,Highly Profitable
Largo Winch II,"Belgium, France, Hong Kong",2011-02-16,2011,5.873,"Action, Adventure, Thriller",fr,15.017,363.0,5.873,21200000.0,14400000.0,Has Finance Data,-6800000.0,-0.32075471698113206,-0.32075471698113206,Unprofitable
50/50,United States of America,2011-09-30,2011,7.169,"Comedy, Drama",en,14.882,3809.0,7.169,8000000.0,39187783.0,Has Finance Data,31187783.0,3.898472875,3.898472875,Highly Profitable
The Awakening,"United Kingdom, France",2011-08-17,2011,6.372,"Horror, Thriller, Mystery",en,14.65,1403.0,6.372,4798235.0,6879667.0,Has Finance Data,2081432.0,0.43379117529674976,0.43379117529674976,Low Profit
Take Shelter,United States of America,2011-09-30,2011,7.0,"Thriller, Drama, Horror",en,14.539,1794.0,7.0,5000000.0,3741098.0,Has Finance Data,-1258902.0,-0.2517804,-0.2517804,Unprofitable
A Lonely Place to Die,United Kingdom,2011-04-09,2011,6.2,"Adventure, Action, Thriller, Crime",en,14.466,585.0,6.2,4000000.0,25345000.0,Has Finance Data,21345000.0,5.33625,5.33625,Highly Profitable
The Sitter,United States of America,2011-12-09,2011,5.6,Comedy,en,14.429,948.0,5.6,25000000.0,34942188.0,Has Finance Data,9942188.0,0.39768752,0.39768752,Low Profit
The Muppets,United States of America,2011-11-22,2011,6.7,"Comedy, Family, Music",en,14.399,1584.0,6.7,45000000.0,165184237.0,Has Finance Data,120184237.0,2.6707608222222223,2.6707608222222223,Highly Profitable
Seeking Justice,United States of America,2011-09-02,2011,5.912,"Action, Drama, Thriller",en,14.123,1008.0,5.912,17000000.0,14089528.0,Has Finance Data,-2910472.0,-0.17120423529411766,-0.17120423529411766,Unprofitable
Straw Dogs,United States of America,2011-09-16,2011,5.923,"Drama, Thriller",en,13.813,574.0,5.923,25000000.0,10324441.0,Has Finance Data,-14675559.0,-0.58702236,-0.58702236,Unprofitable
Red State,"Canada, United States of America",2011-08-19,2011,6.1,"Horror, Action, Thriller",en,13.762,951.0,6.1,4000000.0,1104682.0,Has Finance Data,-2895318.0,-0.7238295,-0.7238295,Unprofitable
Wuthering Heights,United Kingdom,2011-09-09,2011,5.9,"Drama, Romance",en,13.762,240.0,5.9,5692172.0,1742215.0,Has Finance Data,-3949957.0,-0.6939279066057736,-0.6939279066057736,Unprofitable
Attack the Block,"France, United Kingdom, United States of America",2011-05-12,2011,6.5,"Action, Comedy, Science Fiction",en,13.71,2081.0,6.5,14350531.0,3964682.0,Has Finance Data,-10385849.0,-0.7237257631790768,-0.7237257631790768,Unprofitable
The Rum Diary,"United Kingdom, United States of America",2011-10-13,2011,5.9,"Comedy, Drama",en,13.646,1246.0,5.9,45000000.0,24000000.0,Has Finance Data,-21000000.0,-0.4666666666666667,-0.4666666666666667,Unprofitable
"Turn Me On, Dammit!",Norway,2011-08-19,2011,6.336,"Drama, Comedy",no,13.547,207.0,6.336,3100000.0,1743743.0,Has Finance Data,-1356257.0,-0.43750225806451615,-0.43750225806451615,Unprofitable
Soul Surfer,United States of America,2011-04-08,2011,7.0,"Family, Drama",en,13.346,1186.0,7.0,18000000.0,47088990.0,Has Finance Data,29088990.0,1.616055,1.616055,Highly Profitable
Sleep Tight,Spain,2011-10-14,2011,7.1,"Thriller, Horror",es,13.326,1113.0,7.1,5000000.0,8791590.0,Has Finance Data,3791590.0,0.758318,0.758318,Low Profit
The Grace Card,United States of America,2011-02-25,2011,7.2,Drama,en,13.305,48.0,7.2,200000.0,2295733.0,Has Finance Data,2095733.0,10.478665,10.478665,Highly Profitable
A Dangerous Method,"Switzerland, United Kingdom, Germany, Canada",2011-09-30,2011,6.4,"Drama, Thriller",en,13.25,2080.0,6.4,15000000.0,27462041.0,Has Finance Data,12462041.0,0.8308027333333333,0.8308027333333333,Low Profit
Water for Elephants,United States of America,2011-04-15,2011,6.9,"Drama, Romance",en,13.105,2531.0,6.9,38000000.0,117094902.0,Has Finance Data,79094902.0,2.081444789473684,2.081444789473684,Highly Profitable
The Roommate,United States of America,2011-02-04,2011,5.4,"Thriller, Drama, Horror",en,12.873,940.0,5.4,16000000.0,52545707.0,Has Finance Data,36545707.0,2.2841066875,2.2841066875,Highly Profitable
A Separation,"France, Iran",2011-02-15,2011,7.9,Drama,fa,12.871,1772.0,7.9,5000000.0,24426169.0,Has Finance Data,19426169.0,3.8852338,3.8852338,Highly Profitable
The Iron Lady,"France, United Kingdom",2011-12-26,2011,6.4,"History, Drama",en,12.714,1743.0,6.4,13000000.0,115890792.0,Has Finance Data,102890792.0,7.914676307692308,7.914676307692308,Highly Profitable
Kill List,"United Kingdom, Australia, Sweden",2011-09-02,2011,6.201,"Horror, Thriller, Crime",en,12.683,785.0,6.201,500000.0,450275.0,Has Finance Data,-49725.0,-0.09945,-0.09945,Unprofitable
Elles,"France, Germany, Poland",2011-09-09,2011,5.4,Drama,fr,12.661,176.0,5.4,4000000.0,911466.0,Has Finance Data,-3088534.0,-0.7721335,-0.7721335,Unprofitable
The Artist,"Belgium, France",2011-10-12,2011,7.456,"Drama, Comedy, Romance",fr,12.568,3285.0,7.456,15000000.0,133432856.0,Has Finance Data,118432856.0,7.8955237333333335,7.8955237333333335,Highly Profitable
Another Earth,United States of America,2011-07-22,2011,6.7,"Drama, Science Fiction",en,12.471,1645.0,6.7,100000.0,1938783.0,Has Finance Data,1838783.0,18.38783,10.81959755187499,Highly Profitable
The Devil's Double,"Netherlands, Belgium",2011-02-11,2011,6.7,"Drama, Action, Thriller, Crime, War",en,12.329,560.0,6.7,19100000.0,5728213.0,Has Finance Data,-13371787.0,-0.700093560209424,-0.700093560209424,Unprofitable
Your Highness,United States of America,2011-04-08,2011,5.3,"Comedy, Fantasy, Adventure, Action",en,12.142,1339.0,5.3,49900000.0,28013733.0,Has Finance Data,-21886267.0,-0.4386025450901804,-0.4386025450901804,Unprofitable
Take Me Home Tonight,"Germany, United States of America",2011-03-04,2011,5.979,"Comedy, Drama, Romance",en,12.047,680.0,5.979,19000000.0,6900000.0,Has Finance Data,-12100000.0,-0.6368421052631579,-0.6368421052631579,Unprofitable
Bucky Larson: Born to Be a Star,United States of America,2011-09-09,2011,4.3,Comedy,en,11.964,177.0,4.3,10000000.0,2500000.0,Has Finance Data,-7500000.0,-0.75,-0.75,Unprofitable
Apollo 18,"Canada, Russia, United States of America",2011-07-20,2011,5.3,"Horror, Thriller, Science Fiction",en,11.905,1004.0,5.3,5000000.0,25562924.0,Has Finance Data,20562924.0,4.1125848,4.1125848,Highly Profitable
Samsara,"Brazil, China, Denmark, Egypt, Ethiopia, Ghana, Indonesia, Italy, Japan, Jordan, Namibia, Saudi Arabia, South Korea, Thailand, United Arab Emirates, United States of America",2011-09-16,2011,8.1,Documentary,en,11.899,618.0,8.1,4000000.0,2639616.0,Has Finance Data,-1360384.0,-0.340096,-0.340096,Unprofitable
Torrente 4: Lethal crisis,Spain,2011-03-11,2011,5.5,"Comedy, Crime, Action",es,11.875,166.0,5.5,7500000.0,29737384.0,Has Finance Data,22237384.0,2.9649845333333333,2.9649845333333333,Highly Profitable
Welcome Aboard,France,2011-10-05,2011,5.491,Comedy,fr,11.869,522.0,5.491,12000000.0,9927260.0,Has Finance Data,-2072740.0,-0.17272833333333334,-0.17272833333333334,Unprofitable
My Way,South Korea,2011-12-21,2011,7.852,"Drama, Action, History, War",ko,11.868,394.0,7.852,25500000.0,16653488.0,Has Finance Data,-8846512.0,-0.34692203921568626,-0.34692203921568626,Unprofitable
Young Adult,United States of America,2011-11-11,2011,5.8,"Comedy, Drama",en,11.847,1263.0,5.8,12000000.0,22939027.0,Has Finance Data,10939027.0,0.9115855833333333,0.9115855833333333,Low Profit
The Son of No One,United States of America,2011-11-04,2011,5.1,"Drama, Thriller, Crime",en,11.706,312.0,5.1,15000000.0,618425.0,Has Finance Data,-14381575.0,-0.9587716666666667,-0.9587716666666667,Unprofitable
Everything Must Go,United States of America,2011-05-13,2011,6.155,"Comedy, Drama, Romance",en,11.597,611.0,6.155,5000000.0,2614773.0,Has Finance Data,-2385227.0,-0.4770454,-0.4770454,Unprofitable
Dolphin Tale,United States of America,2011-09-22,2011,6.9,"Drama, Family",en,11.555,650.0,6.9,37000000.0,95404397.0,Has Finance Data,58404397.0,1.5784972162162163,1.5784972162162163,Highly Profitable
Rockstar,India,2011-11-11,2011,7.3,"Drama, Music, Romance",hi,11.459,196.0,7.3,10920000.0,19660000.0,Has Finance Data,8740000.0,0.8003663003663004,0.8003663003663004,Low Profit
Chalet Girl,"Austria, Germany, United Kingdom",2011-02-02,2011,6.4,"Comedy, Romance",en,11.449,639.0,6.4,8000000.0,5468650.0,Has Finance Data,-2531350.0,-0.31641875,-0.31641875,Unprofitable
Arthur,United States of America,2011-04-08,2011,5.5,"Comedy, Romance",en,11.397,740.0,5.5,40000000.0,48147945.0,Has Finance Data,8147945.0,0.203698625,0.203698625,Low Profit
The Front Line,South Korea,2011-07-20,2011,7.2,"Drama, Action, War",ko,11.321,187.0,7.2,10000000.0,15786086.0,Has Finance Data,5786086.0,0.5786086,0.5786086,Low Profit
The Ledge,"United States of America, Germany",2011-05-06,2011,6.133,"Drama, Thriller",en,11.291,349.0,6.133,10000000.0,610986.0,Has Finance Data,-9389014.0,-0.9389014,-0.9389014,Unprofitable
Anonymous,"Germany, United Kingdom, United States of America",2011-10-21,2011,6.4,"Drama, History, Thriller",en,11.189,727.0,6.4,30000000.0,15395087.0,Has Finance Data,-14604913.0,-0.4868304333333333,-0.4868304333333333,Unprofitable
Beginners,"Canada, United States of America",2011-06-03,2011,6.848,"Drama, Romance, Comedy",en,11.157,1048.0,6.848,3200000.0,14311701.0,Has Finance Data,11111701.0,3.4724065625,3.4724065625,Highly Profitable
The Double,United States of America,2011-10-27,2011,5.797,"Action, Drama, Crime",en,11.038,670.0,5.797,17000000.0,4729855.0,Has Finance Data,-12270145.0,-0.7217732352941176,-0.7217732352941176,Unprofitable
Carnage,"France, Germany, Poland, Spain, United States of America",2011-09-16,2011,7.2,"Comedy, Drama",en,10.95,2945.0,7.2,25000000.0,30722632.0,Has Finance Data,5722632.0,0.22890528,0.22890528,Low Profit
Ra.One,India,2011-10-24,2011,5.7,"Adventure, Action, Science Fiction",hi,10.928,338.0,5.7,24000000.0,35911689.0,Has Finance Data,11911689.0,0.496320375,0.496320375,Low Profit
Jumping the Broom,United States of America,2011-05-06,2011,5.9,Comedy,en,10.911,207.0,5.9,6600000.0,37700000.0,Has Finance Data,31100000.0,4.712121212121212,4.712121212121212,Highly Profitable
The Turin Horse,"France, Germany, Hungary, Switzerland",2011-03-31,2011,7.7,Drama,hu,10.782,363.0,7.7,1000000.0,162088.0,Has Finance Data,-837912.0,-0.837912,-0.837912,Unprofitable
Weekend,United Kingdom,2011-10-23,2011,7.275,"Drama, Romance",en,10.765,531.0,7.275,120000.0,484592.0,Has Finance Data,364592.0,3.0382666666666664,3.0382666666666664,Highly Profitable
Red Dog,"Australia, United States of America",2011-08-04,2011,7.3,"Drama, Comedy, Family",en,10.749,400.0,7.3,5.0,13.0,Has Finance Data,8.0,1.6,1.6,Highly Profitable
Intruders,"United States of America, Spain, United Kingdom",2011-09-12,2011,5.5,"Thriller, Horror, Fantasy",en,10.694,516.0,5.5,13000000.0,3012210.0,Has Finance Data,-9987790.0,-0.7682915384615384,-0.7682915384615384,Unprofitable
Like Crazy,United States of America,2011-10-28,2011,6.4,"Drama, Romance",en,10.69,1041.0,6.4,250000.0,3542353.0,Has Finance Data,3292353.0,13.169412,10.81959755187499,Highly Profitable
The Oranges,United States of America,2011-09-09,2011,5.51,"Comedy, Romance, Drama",en,10.599,489.0,5.51,7000000.0,1941667.0,Has Finance Data,-5058333.0,-0.722619,-0.722619,Unprofitable
This Must Be the Place,"Italy, France, Ireland",2011-08-24,2011,7.0,Drama,en,10.579,1230.0,7.0,25000000.0,11790979.0,Has Finance Data,-13209021.0,-0.52836084,-0.52836084,Unprofitable
Don 2,India,2011-12-23,2011,7.0,"Action, Thriller",hi,10.554,239.0,7.0,11000000.0,2900000.0,Has Finance Data,-8100000.0,-0.7363636363636363,-0.7363636363636363,Unprofitable
J. Edgar,United States of America,2011-11-09,2011,6.231,"Drama, Crime, History",en,10.491,2438.0,6.231,35000000.0,84606030.0,Has Finance Data,49606030.0,1.4173151428571429,1.4173151428571429,Highly Profitable
Rampart,"United States of America, Ireland",2011-11-23,2011,5.5,"Crime, Drama",en,10.46,369.0,5.5,12000000.0,972512.0,Has Finance Data,-11027488.0,-0.9189573333333333,-0.9189573333333333,Unprofitable
Chicken with Plums,"Belgium, France, Germany",2011-10-26,2011,7.1,"Comedy, Drama",fr,10.441,161.0,7.1,12000000.0,3265941.0,Has Finance Data,-8734059.0,-0.72783825,-0.72783825,Unprofitable
Suicide Room,Poland,2011-03-04,2011,7.3,"Drama, Thriller",pl,10.419,461.0,7.3,1400000.0,4878284.0,Has Finance Data,3478284.0,2.4844885714285714,2.4844885714285714,Highly Profitable
The Beaver,"United Arab Emirates, United States of America",2011-05-05,2011,6.4,Drama,en,10.395,865.0,6.4,21000000.0,970816.0,Has Finance Data,-20029184.0,-0.9537706666666667,-0.9537706666666667,Unprofitable
Sunny,South Korea,2011-05-04,2011,7.8,"Drama, Comedy",ko,10.291,165.0,7.8,3550000.0,48000000.0,Has Finance Data,44450000.0,12.52112676056338,10.81959755187499,Highly Profitable
The Big Year,"United States of America, United Kingdom",2011-10-13,2011,6.0,Comedy,en,10.281,820.0,6.0,41000000.0,8200000.0,Has Finance Data,-32800000.0,-0.8,-0.8,Unprofitable
The Dilemma,United States of America,2011-01-13,2011,5.3,"Comedy, Drama",en,10.253,859.0,5.3,70000000.0,67112664.0,Has Finance Data,-2887336.0,-0.04124765714285714,-0.04124765714285714,Unprofitable
1911,"China, Hong Kong, Taiwan",2011-09-23,2011,5.7,"Adventure, Drama, Action, History, War",zh,10.205,154.0,5.7,30000000.0,3807134.0,Has Finance Data,-26192866.0,-0.8730955333333333,-0.8730955333333333,Unprofitable
War of the Arrows,"South Korea, United States of America",2011-08-10,2011,7.2,"Drama, Action, History",ko,10.165,264.0,7.2,8000000.0,49000000.0,Has Finance Data,41000000.0,5.125,5.125,Highly Profitable
W.E.,"United Kingdom, United States of America",2011-09-01,2011,6.4,"Drama, Romance",en,10.073,290.0,6.4,15000000.0,868439.0,Has Finance Data,-14131561.0,-0.9421040666666667,-0.9421040666666667,Unprofitable
Justin Bieber: Never Say Never,United States of America,2011-02-11,2011,5.196,"Music, Documentary, Family",en,10.06,410.0,5.196,13000000.0,99036827.0,Has Finance Data,86036827.0,6.618217461538461,6.618217461538461,Highly Profitable
Our Idiot Brother,United States of America,2011-08-26,2011,6.1,"Comedy, Drama",en,10.056,977.0,6.1,5000000.0,24816118.0,Has Finance Data,19816118.0,3.9632236,3.9632236,Highly Profitable
Albert Nobbs,"United States of America, France, Ireland, United Kingdom",2011-12-21,2011,6.3,Drama,en,10.046,473.0,6.3,8000000.0,5634828.0,Has Finance Data,-2365172.0,-0.2956465,-0.2956465,Unprofitable
Setup,United States of America,2011-10-17,2011,4.9,"Action, Crime, Drama, Thriller",en,10.03,416.0,4.9,20000000.0,2128186.0,Has Finance Data,-17871814.0,-0.8935907,-0.8935907,Unprofitable
My Week with Marilyn,"United Kingdom, United States of America",2011-11-23,2011,6.7,"Drama, Romance",en,9.989,1295.0,6.7,6400000.0,35100000.0,Has Finance Data,28700000.0,4.484375,4.484375,Highly Profitable
