title,country,date_added,release_year,rating,genres,language,popularity,vote_count,vote_average,budget,revenue,has_finance_data,profit,ROI,ROI_capped,financial_status
Misconduct,United States of America,2016-02-05,2016,5.6,"Drama, Thriller",en,12.577,571.0,5.6,11000000.0,2049761.0,Has Finance Data,-8950239.0,-0.8136580909090909,-0.8136580909090909,Unprofitable
My Life as a Zucchini,"France, Switzerland",2016-09-22,2016,7.8,"Animation, Comedy, Drama, Family",fr,12.476,1375.0,7.8,8000000.0,5873256.0,Has Finance Data,-2126744.0,-0.265843,-0.265843,Unprofitable
Dear Zindagi,India,2016-11-23,2016,7.0,"Drama, Romance",hi,12.441,236.0,7.0,4300000.0,3376375.0,Has Finance Data,-923625.0,-0.21479651162790697,-0.21479651162790697,Unprofitable
Mr. Right,United States of America,2016-02-29,2016,6.468,"Comedy, Action, Romance, Crime",en,12.436,1350.0,6.468,8000000.0,34694.0,Has Finance Data,-7965306.0,-0.99566325,-0.99566325,Unprofitable
Marauders,Canada,2016-07-01,2016,5.8,"Action, Crime, Thriller",en,12.398,657.0,5.8,15000000.0,1616004.0,Has Finance Data,-13383996.0,-0.8922664,-0.8922664,Unprofitable
Robinson Crusoe,"Belgium, France, United States of America",2016-02-04,2016,5.8,"Animation, Adventure, Comedy, Family",de,12.382,334.0,5.8,13500000.0,40075446.0,Has Finance Data,26575446.0,1.9685515555555555,1.9685515555555555,Highly Profitable
Maggie's Plan,"United States of America, United Kingdom",2016-04-27,2016,5.697,"Drama, Romance",en,12.253,383.0,5.697,2000000.0,3400000.0,Has Finance Data,1400000.0,0.7,0.7,Low Profit
The Darkness,United States of America,2016-05-13,2016,4.8,"Horror, Thriller",en,12.231,610.0,4.8,4000000.0,10900000.0,Has Finance Data,6900000.0,1.725,1.725,Highly Profitable
May God Save Us,Spain,2016-10-28,2016,6.733,"Thriller, Crime, Drama",es,12.195,433.0,6.733,4000000.0,1598584.0,Has Finance Data,-2401416.0,-0.600354,-0.600354,Unprofitable
Florence Foster Jenkins,"United Kingdom, United States of America",2016-05-06,2016,6.667,"Comedy, Drama",en,12.149,1465.0,6.667,29000000.0,48902953.0,Has Finance Data,19902953.0,0.686308724137931,0.686308724137931,Low Profit
Personal Shopper,"Belgium, Czech Republic, France, Germany, United Kingdom",2016-12-14,2016,5.9,"Drama, Mystery, Thriller",fr,12.028,1234.0,5.9,6000000.0,1305195.0,Has Finance Data,-4694805.0,-0.7824675,-0.7824675,Unprofitable
Keeping Up with the Joneses,United States of America,2016-10-20,2016,6.1,"Action, Comedy",en,12.008,2036.0,6.1,40000000.0,29900000.0,Has Finance Data,-10100000.0,-0.2525,-0.2525,Unprofitable
Baaghi,"India, Thailand",2016-04-29,2016,6.4,"Action, Thriller, Romance, Adventure",hi,11.935,130.0,6.4,5103000.0,17377000.0,Has Finance Data,12274000.0,2.40525181265922,2.40525181265922,Highly Profitable
Bad Santa 2,"Canada, United Kingdom, United States of America",2016-11-23,2016,5.4,"Comedy, Crime, Mystery",en,11.928,800.0,5.4,26000000.0,24100000.0,Has Finance Data,-1900000.0,-0.07307692307692308,-0.07307692307692308,Unprofitable
A Hologram for the King,"France, Germany, Mexico, Switzerland, United States of America, Cayman Islands",2016-04-22,2016,5.8,"Comedy, Drama",en,11.836,1148.0,5.8,30000000.0,9169507.0,Has Finance Data,-20830493.0,-0.6943497666666667,-0.6943497666666667,Unprofitable
Julieta,"Spain, United States of America",2016-04-08,2016,6.983,"Drama, Romance",es,11.73,866.0,6.983,1490000.0,22468044.0,Has Finance Data,20978044.0,14.079224161073826,10.81959755187499,Highly Profitable
The Dancer,"Belgium, Czech Republic, France",2016-09-28,2016,6.6,"Drama, History",fr,11.71,200.0,6.6,8000000.0,2000000.0,Has Finance Data,-6000000.0,-0.75,-0.75,Unprofitable
Boo! A Madea Halloween,United States of America,2016-10-21,2016,5.8,Comedy,en,11.636,417.0,5.8,20000000.0,74827344.0,Has Finance Data,54827344.0,2.7413672,2.7413672,Highly Profitable
The Sea of Trees,United States of America,2016-04-27,2016,6.2,Drama,en,11.604,508.0,6.2,15000000.0,909000.0,Has Finance Data,-14091000.0,-0.9394,-0.9394,Unprofitable
To Steal from a Thief,"Argentina, France, Spain",2016-03-03,2016,6.24,"Crime, Thriller",es,11.585,369.0,6.24,6700000.0,9074836.0,Has Finance Data,2374836.0,0.35445313432835823,0.35445313432835823,Low Profit
The Birth of a Nation,"Canada, United States of America",2016-09-09,2016,6.5,Drama,en,11.56,528.0,6.5,8500000.0,15861566.0,Has Finance Data,7361566.0,0.8660665882352941,0.8660665882352941,Low Profit
Norm of the North,"India, Ireland, United States of America",2016-01-14,2016,4.6,"Adventure, Animation, Comedy, Family",en,11.555,341.0,4.6,7000000.0,17062499.0,Has Finance Data,10062499.0,1.4374998571428572,1.4374998571428572,Highly Profitable
The Young Messiah,United States of America,2016-03-10,2016,6.4,Drama,en,11.532,134.0,6.4,18500000.0,6500000.0,Has Finance Data,-12000000.0,-0.6486486486486487,-0.6486486486486487,Unprofitable
Jackie,"Chile, China, United States of America",2016-12-02,2016,6.456,Drama,en,11.44,2311.0,6.456,9000000.0,13960394.0,Has Finance Data,4960394.0,0.5511548888888889,0.5511548888888889,Low Profit
The Bronze,United States of America,2016-01-22,2016,6.041,"Drama, Comedy",en,11.293,370.0,6.041,3500000.0,615816.0,Has Finance Data,-2884184.0,-0.8240525714285715,-0.8240525714285715,Unprofitable
Term Life,United States of America,2016-04-29,2016,6.0,"Thriller, Drama, Action, Mystery",en,11.283,308.0,6.0,16500000.0,21256.0,Has Finance Data,-16478744.0,-0.9987117575757576,-0.9987117575757576,Unprofitable
Shut In,"Canada, France, United States of America",2016-11-11,2016,5.3,"Drama, Thriller",en,11.162,695.0,5.3,10000000.0,13082071.0,Has Finance Data,3082071.0,0.3082071,0.3082071,Low Profit
The Fury of a Patient Man,Spain,2016-09-09,2016,6.574,Thriller,es,11.119,432.0,6.574,1200000.0,1813729.0,Has Finance Data,613729.0,0.5114408333333333,0.5114408333333333,Low Profit
The Duelist,Russia,2016-09-29,2016,6.3,"Adventure, Action, Drama",ru,11.047,93.0,6.3,12800000.0,6101904.0,Has Finance Data,-6698096.0,-0.52328875,-0.52328875,Unprofitable
Tini: The New Life of Violetta,"Argentina, Italy, Spain",2016-05-04,2016,7.322,"Comedy, Drama, Music",es,10.994,387.0,7.322,19201483.0,17000172.0,Has Finance Data,-2201311.0,-0.11464275962434776,-0.11464275962434776,Unprofitable
Paris Can Wait,"France, Japan, United Kingdom, United States of America",2016-09-12,2016,5.8,"Comedy, Drama, Romance",en,10.96,236.0,5.8,5000000.0,13203541.0,Has Finance Data,8203541.0,1.6407082,1.6407082,Highly Profitable
Almost Christmas,United States of America,2016-11-11,2016,5.9,"Comedy, Drama",en,10.889,365.0,5.9,17000000.0,42580920.0,Has Finance Data,25580920.0,1.50476,1.50476,Highly Profitable
Café Society,United States of America,2016-05-11,2016,6.5,"Comedy, Drama, Romance",en,10.88,2699.0,6.5,30000000.0,43763247.0,Has Finance Data,13763247.0,0.4587749,0.4587749,Low Profit
Slack Bay,"France, Germany",2016-05-13,2016,5.6,Comedy,fr,10.87,256.0,5.6,8104734.0,920719.0,Has Finance Data,-7184015.0,-0.8863973820732426,-0.8863973820732426,Unprofitable
The Mountain II,Turkey,2016-11-04,2016,7.531,"War, Drama",tr,10.827,178.0,7.531,670000.0,11378898.0,Has Finance Data,10708898.0,15.983429850746269,10.81959755187499,Highly Profitable
Udta Punjab,India,2016-06-17,2016,7.2,"Crime, Drama",hi,10.805,150.0,7.2,5980000.0,14900000.0,Has Finance Data,8920000.0,1.491638795986622,1.491638795986622,Highly Profitable
Elvis & Nixon,United States of America,2016-03-22,2016,6.0,"Drama, Comedy, History",en,10.784,413.0,6.0,5000000.0,1100000.0,Has Finance Data,-3900000.0,-0.78,-0.78,Unprofitable
Smoke & Mirrors,Spain,2016-09-23,2016,6.462,"History, Thriller",es,10.682,239.0,6.462,5000000.0,2387127.0,Has Finance Data,-2612873.0,-0.5225746,-0.5225746,Unprofitable
Railroad Tigers,China,2016-12-23,2016,6.0,"Action, Adventure, Comedy, Family, War",zh,10.524,135.0,6.0,50000000.0,102205175.0,Has Finance Data,52205175.0,1.0441035,1.0441035,Highly Profitable
Operation Avalanche,United States of America,2016-07-29,2016,6.1,"Thriller, Mystery, Comedy, Science Fiction, Drama",en,10.499,199.0,6.1,1250000.0,55000.0,Has Finance Data,-1195000.0,-0.956,-0.956,Unprofitable
3 Generations,United States of America,2016-10-27,2016,6.379,"Comedy, Drama",en,10.47,433.0,6.379,10000000.0,680351.0,Has Finance Data,-9319649.0,-0.9319649,-0.9319649,Unprofitable
Middle School: The Worst Years of My Life,United States of America,2016-10-07,2016,6.9,"Family, Comedy",en,10.466,419.0,6.9,8500000.0,23316139.0,Has Finance Data,14816139.0,1.7430751764705883,1.7430751764705883,Highly Profitable
Friend Request,"Germany, South Africa",2016-01-07,2016,5.6,"Horror, Thriller",en,10.453,1248.0,5.6,9900000.0,10975390.0,Has Finance Data,1075390.0,0.10862525252525253,0.10862525252525253,Low Profit
Kevin Hart: What Now?,United States of America,2016-10-14,2016,6.5,"Comedy, Documentary, TV Movie",en,10.45,246.0,6.5,9900000.0,23600000.0,Has Finance Data,13700000.0,1.3838383838383839,1.3838383838383839,Highly Profitable
Our Kind of Traitor,"France, United Kingdom",2016-05-05,2016,6.0,Thriller,en,10.401,555.0,6.0,4000000.0,9930095.0,Has Finance Data,5930095.0,1.48252375,1.48252375,Highly Profitable
Bilal: A New Breed of Hero,United Arab Emirates,2016-09-08,2016,6.8,"Action, Adventure, Animation, History",en,10.394,151.0,6.8,30000000.0,1750000.0,Has Finance Data,-28250000.0,-0.9416666666666667,-0.9416666666666667,Unprofitable
A United Kingdom,"Czech Republic, France, United Kingdom, United States of America",2016-11-25,2016,6.7,"Drama, History",en,10.26,512.0,6.7,14000000.0,13819139.0,Has Finance Data,-180861.0,-0.012918642857142858,-0.012918642857142858,Unprofitable
Whiskey Tango Foxtrot,United States of America,2016-03-04,2016,6.301,"Comedy, Drama, War",en,10.185,976.0,6.301,35000000.0,48000000.0,Has Finance Data,13000000.0,0.37142857142857144,0.37142857142857144,Low Profit
Max & Leon,"Belgium, France",2016-11-01,2016,6.3,"Comedy, War, Adventure",fr,10.114,796.0,6.3,12156348.0,8750678.0,Has Finance Data,-3405670.0,-0.28015568491458126,-0.28015568491458126,Unprofitable
The Eyes of My Mother,United States of America,2016-12-02,2016,6.2,"Drama, Horror",en,10.098,318.0,6.2,300000.0,48539.0,Has Finance Data,-251461.0,-0.8382033333333333,-0.8382033333333333,Unprofitable
Precious Cargo,Canada,2016-07-15,2016,5.1,"Action, Crime, Thriller",en,10.063,286.0,5.1,10500000.0,567064.0,Has Finance Data,-9932936.0,-0.9459939047619048,-0.9459939047619048,Unprofitable
Fan,India,2016-04-14,2016,6.3,"Action, Adventure, Thriller",hi,10.034,250.0,6.3,12750000.0,28000000.0,Has Finance Data,15250000.0,1.196078431372549,1.196078431372549,Highly Profitable
The Legend of the Chupacabras,Mexico,2016-10-21,2016,7.2,"Animation, Adventure, Fantasy, Horror, Family",es,9.931,141.0,7.2,1600000.0,5100000.0,Has Finance Data,3500000.0,2.1875,2.1875,Highly Profitable
A Quiet Passion,"Belgium, United States of America, United Kingdom",2016-10-07,2016,6.067,Drama,en,9.573,179.0,6.067,8138338.0,1864266.0,Has Finance Data,-6274072.0,-0.7709279216469014,-0.7709279216469014,Unprofitable
Certain Women,United States of America,2016-09-25,2016,6.0,Drama,en,9.572,349.0,6.0,2000000.0,1215691.0,Has Finance Data,-784309.0,-0.3921545,-0.3921545,Unprofitable
The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,Sweden,2016-12-25,2016,6.4,"Adventure, Comedy",sv,9.435,187.0,6.4,10000000.0,994901.0,Has Finance Data,-9005099.0,-0.9005099,-0.9005099,Unprofitable
Maligno,Peru,2016-07-14,2016,6.1,"Horror, Mystery",es,9.378,24.0,6.1,150000.0,400000.0,Has Finance Data,250000.0,1.6666666666666667,1.6666666666666667,Highly Profitable
Trivisa,Hong Kong,2016-04-07,2016,7.078,"Drama, Crime",cn,9.329,90.0,7.078,641000.0,1180360.0,Has Finance Data,539360.0,0.8414352574102965,0.8414352574102965,Low Profit
The King's Choice,"Denmark, Ireland, Norway, Sweden",2016-09-29,2016,6.9,"War, Action, Drama",no,9.174,160.0,6.9,7500000.0,9100000.0,Has Finance Data,1600000.0,0.21333333333333335,0.21333333333333335,Low Profit
31,"United Kingdom, United States of America",2016-09-15,2016,5.442,"Horror, Thriller",en,9.063,798.0,5.442,1500000.0,850419.0,Has Finance Data,-649581.0,-0.433054,-0.433054,Unprofitable
I Saw the Light,United States of America,2016-02-05,2016,6.3,"Music, Drama",en,8.972,206.0,6.3,13000000.0,1646788.0,Has Finance Data,-11353212.0,-0.873324,-0.873324,Unprofitable
Graduation,"Belgium, France, Romania",2016-05-20,2016,6.8,Drama,ro,8.916,282.0,6.8,2000000.0,2015002.0,Has Finance Data,15002.0,0.007501,0.007501,Low Profit
Operation Mekong,"Hong Kong, China",2016-09-30,2016,6.982,"Action, Adventure, Crime, War",zh,8.902,250.0,6.982,30200000.0,173000000.0,Has Finance Data,142800000.0,4.728476821192053,4.728476821192053,Highly Profitable
The Meddler,United States of America,2016-04-05,2016,6.0,"Comedy, Drama",en,8.861,348.0,6.0,3200000.0,4267218.0,Has Finance Data,1067218.0,0.333505625,0.333505625,Low Profit
Meet the Blacks,United States of America,2016-04-01,2016,4.7,Comedy,en,8.377,299.0,4.7,900000.0,9097072.0,Has Finance Data,8197072.0,9.107857777777777,9.107857777777777,Highly Profitable
Neerja,India,2016-02-19,2016,7.3,"Drama, Thriller",hi,8.128,220.0,7.3,2900000.0,17618280.0,Has Finance Data,14718280.0,5.075268965517242,5.075268965517242,Highly Profitable
The Hollars,United States of America,2016-08-25,2016,6.3,"Comedy, Drama, Romance",en,8.084,307.0,6.3,3800000.0,1016985.0,Has Finance Data,-2783015.0,-0.7323723684210526,-0.7323723684210526,Unprofitable
The Duel,United States of America,2016-06-24,2016,5.372,"Western, Drama",en,8.032,345.0,5.372,10000000.0,20672.0,Has Finance Data,-9979328.0,-0.9979328,-0.9979328,Unprofitable
In Dubious Battle,United States of America,2016-10-08,2016,5.9,Drama,en,7.876,148.0,5.9,10000000.0,213982.0,Has Finance Data,-9786018.0,-0.9786018,-0.9786018,Unprofitable
Mafia: Survival Game,Russia,2016-01-01,2016,4.4,"Action, Science Fiction",ru,7.744,98.0,4.4,2570000.0,4026795.0,Has Finance Data,1456795.0,0.5668463035019455,0.5668463035019455,Low Profit
Heal the Living,"Belgium, France",2016-11-01,2016,6.5,Drama,fr,7.724,218.0,6.5,10000000.0,2225770.0,Has Finance Data,-7774230.0,-0.777423,-0.777423,Unprofitable
Raman Raghav 2.0,India,2016-06-24,2016,7.0,"Thriller, Crime",hi,7.663,117.0,7.0,521873.0,1013926.0,Has Finance Data,492053.0,0.9428596612585821,0.9428596612585821,Low Profit
Things to Come,"Germany, France",2016-04-06,2016,6.5,Drama,fr,7.602,317.0,6.5,2100000.0,282382.0,Has Finance Data,-1817618.0,-0.8655323809523809,-0.8655323809523809,Unprofitable
Toro,"Spain, France",2016-04-22,2016,6.0,"Drama, Crime, Thriller",es,7.332,155.0,6.0,4000000.0,1903083.0,Has Finance Data,-2096917.0,-0.52422925,-0.52422925,Unprofitable
Janatha Garage,India,2016-09-01,2016,7.3,"Action, Drama",te,7.296,40.0,7.3,7000000.0,21000000.0,Has Finance Data,14000000.0,2.0,2.0,Highly Profitable
Sairat,India,2016-04-29,2016,7.5,"Drama, Romance",mr,7.288,64.0,7.5,600000.0,16500000.0,Has Finance Data,15900000.0,26.5,10.81959755187499,Highly Profitable
Airlift,India,2016-01-22,2016,7.1,"Drama, History, Action",hi,7.258,197.0,7.1,4500000.0,32000000.0,Has Finance Data,27500000.0,6.111111111111111,6.111111111111111,Highly Profitable
The Queen of Spain,Spain,2016-11-25,2016,5.1,Comedy,es,7.184,88.0,5.1,11800000.0,1236731.0,Has Finance Data,-10563269.0,-0.8951922881355933,-0.8951922881355933,Unprofitable
The Broken Crown,Spain,2016-02-19,2016,6.6,"Drama, History",es,7.075,50.0,6.6,869115.0,1018486.0,Has Finance Data,149371.0,0.17186563343170927,0.17186563343170927,Low Profit
The Odyssey,France,2016-10-12,2016,6.7,"Adventure, Drama",fr,7.043,415.0,6.7,20000000.0,9722918.0,Has Finance Data,-10277082.0,-0.5138541,-0.5138541,Unprofitable
In the Forests of Siberia,France,2016-06-15,2016,6.9,"Adventure, Drama",fr,7.038,108.0,6.9,3500000.0,1492523.0,Has Finance Data,-2007477.0,-0.5735648571428571,-0.5735648571428571,Unprofitable
Mohenjo Daro,India,2016-08-11,2016,6.2,"Adventure, Drama, History, Romance",hi,6.925,82.0,6.2,17000000.0,16000000.0,Has Finance Data,-1000000.0,-0.058823529411764705,-0.058823529411764705,Unprofitable
Rustom,India,2016-08-12,2016,6.7,"Thriller, Drama, Crime",hi,6.846,122.0,6.7,6114349.0,26309214.0,Has Finance Data,20194865.0,3.302864295119562,3.302864295119562,Highly Profitable
The Bolshoi,Russia,2016-12-21,2016,6.5,Drama,ru,6.798,49.0,6.5,6411831.0,4029886.0,Has Finance Data,-2381945.0,-0.37149216814978436,-0.37149216814978436,Unprofitable
Te3n,"India, South Korea",2016-06-10,2016,6.9,"Mystery, Thriller, Crime",hi,6.765,99.0,6.9,5069632.0,4817642.0,Has Finance Data,-251990.0,-0.04970577746077033,-0.04970577746077033,Unprofitable
Aquarius,"Brazil, France",2016-09-01,2016,7.5,Drama,pt,6.675,466.0,7.5,762241.0,285930.0,Has Finance Data,-476311.0,-0.6248824190774309,-0.6248824190774309,Unprofitable
A Stroke of Luck,Spain,2016-12-02,2016,5.0,"Romance, Drama, Comedy",es,6.584,192.0,5.0,3500000.0,12304617.0,Has Finance Data,8804617.0,2.5156048571428573,2.5156048571428573,Highly Profitable
Kabali,India,2016-07-22,2016,6.0,"Action, Crime, Drama",ta,6.465,81.0,6.0,18700000.0,74000000.0,Has Finance Data,55300000.0,2.9572192513368982,2.9572192513368982,Highly Profitable
Coco,United States of America,2017-10-27,2017,8.2,"Family, Animation, Music, Adventure",en,131.976,19784.0,8.2,175000000.0,807816196.0,Has Finance Data,632816196.0,3.6160925485714284,3.6160925485714284,Highly Profitable
Blade Runner 2049,"Canada, United Kingdom, United States of America",2017-10-04,2017,7.573,"Science Fiction, Drama",en,126.418,13913.0,7.573,150000000.0,259239658.0,Has Finance Data,109239658.0,0.7282643866666667,0.7282643866666667,Low Profit
Alien: Covenant,United States of America,2017-05-09,2017,6.2,"Science Fiction, Horror, Thriller",en,116.873,8782.0,6.2,97000000.0,240891763.0,Has Finance Data,143891763.0,1.483420237113402,1.483420237113402,Highly Profitable
Star Wars: The Last Jedi,United States of America,2017-12-13,2017,6.783,"Adventure, Action, Science Fiction",en,110.867,15456.0,6.783,200000000.0,1332698830.0,Has Finance Data,1132698830.0,5.66349415,5.66349415,Highly Profitable
Beauty and the Beast,United States of America,2017-03-16,2017,7.0,"Family, Fantasy, Romance",en,109.3,15542.0,7.0,160000000.0,1266115964.0,Has Finance Data,1106115964.0,6.913224775,6.913224775,Highly Profitable
Justice League,United States of America,2017-11-15,2017,6.076,"Action, Adventure, Science Fiction",en,104.189,13066.0,6.076,300000000.0,661326987.0,Has Finance Data,361326987.0,1.20442329,1.20442329,Highly Profitable
Spider-Man: Homecoming,United States of America,2017-07-05,2017,7.3,"Action, Adventure, Science Fiction, Drama",en,95.686,22022.0,7.3,175000000.0,880166924.0,Has Finance Data,705166924.0,4.02952528,4.02952528,Highly Profitable
